-0.05,-0.01,0.97,-0.66,1.57,4.69,56.23,1.78,-8.23,0.02,0.01,0.97,158.55,187.95,1148.78,3164.11,118.82,2421.88,598,595,100,
-0.05,0.01,0.97,-1.54,2.72,0.91,54.91,1.58,-8.23,0.02,0.01,0.97,154.34,137.30,668.07,3020.96,93.74,2365.51,597,584,101,
-0.04,-0.02,0.97,0.01,0.94,1.10,56.07,1.70,-8.26,0.02,0.01,0.97,207.41,165.94,863.40,3145.94,104.05,2426.85,596,582,100,
-0.04,-0.00,0.96,-1.08,2.51,-2.17,56.97,1.92,-8.07,0.02,0.01,0.96,164.98,235.11,765.58,3246.03,137.06,2360.24,602,594,100,
0.00,-0.03,0.97,-0.05,2.61,0.79,56.37,1.85,-8.02,0.02,0.01,0.96,131.21,187.12,1037.51,3178.61,125.89,2307.74,599,587,100,
-0.02,-0.05,0.97,-1.31,1.69,1.70,56.28,1.66,-8.25,0.02,0.01,0.96,125.94,201.11,529.81,3169.12,99.62,2435.96,598,581,100,
-0.02,-0.02,0.96,-1.57,2.14,-1.57,56.58,1.87,-8.30,0.02,0.01,0.96,162.63,246.57,682.85,3202.43,128.53,2464.21,598,592,100,
-0.07,0.02,0.96,-0.89,0.08,1.44,57.86,1.15,-9.04,0.03,0.01,0.95,197.60,165.44,1389.27,3353.30,69.11,2996.15,602,594,100,
-0.07,0.05,0.96,-0.29,2.17,0.66,62.40,-0.01,-10.01,0.02,0.01,0.95,160.93,189.62,631.23,3895.15,5.16,3584.97,598,591,100,
-0.10,0.04,0.96,0.11,2.07,-1.37,63.96,-0.05,-10.10,0.03,0.01,0.94,161.52,244.58,731.74,4093.56,2.94,3587.79,599,594,101,
-0.03,0.02,0.96,-0.14,2.77,-3.08,63.85,0.53,-9.80,0.02,0.01,0.96,206.86,274.13,1701.48,4079.10,22.97,3366.47,598,579,101,
-0.03,0.06,0.97,-1.65,2.11,4.64,64.02,0.07,-9.68,0.02,0.01,0.97,128.31,210.07,1146.40,4100.26,3.79,3320.30,595,596,100,
-0.06,0.03,0.95,1.25,1.18,-5.37,64.50,0.73,-9.70,0.02,0.01,0.94,138.34,243.49,716.63,4160.52,33.11,3387.80,600,591,100,
-0.04,0.01,0.97,-0.72,1.34,5.92,65.06,0.29,-9.77,0.02,0.01,0.99,185.30,256.78,773.31,4233.97,8.42,3388.69,596,592,100,
-0.04,-0.01,0.97,0.00,0.72,-2.53,63.25,0.35,-9.94,0.02,0.01,0.96,116.00,217.15,433.79,4000.97,8.02,3484.63,594,588,100,
-0.04,0.03,0.96,-2.90,1.46,4.54,62.90,0.22,-9.91,0.01,0.01,0.96,178.31,181.82,476.75,3957.23,5.28,3490.70,596,588,100,
-0.06,0.06,0.96,-0.06,0.82,0.07,62.74,-0.43,-10.01,0.02,0.01,0.97,141.06,168.01,555.98,3939.16,9.22,3498.89,597,593,101,
-0.06,0.03,0.97,-0.87,1.75,1.64,64.46,-0.33,-10.12,0.02,0.01,0.97,160.84,180.80,673.49,4155.94,5.82,3494.98,590,590,101,
-0.06,0.02,0.95,-1.31,1.77,1.96,64.87,-0.21,-9.93,0.02,0.01,0.94,238.80,178.29,423.91,4209.25,2.89,3560.24,601,593,100,
-0.05,0.02,0.96,-0.90,2.57,0.58,65.96,-0.14,-9.97,0.02,0.01,0.97,152.81,306.12,691.10,4350.78,2.33,3448.94,589,582,100,
-0.05,0.05,0.97,-0.60,1.16,1.21,64.25,0.02,-9.79,0.02,0.01,0.96,134.38,176.91,394.98,4129.90,2.22,3391.69,595,590,100,
-0.02,0.03,0.96,-1.00,1.81,2.29,62.95,0.17,-9.80,0.02,0.01,0.96,128.62,185.94,446.57,3963.96,2.73,3432.41,598,592,100,
-0.05,-0.01,0.96,-1.27,1.40,2.04,62.27,0.54,-10.04,0.02,0.00,0.95,133.89,291.61,510.79,3878.11,12.28,3591.77,597,591,100,
-0.06,-0.05,0.97,0.53,1.71,0.14,62.77,0.32,-10.11,0.02,0.01,0.97,140.09,220.89,444.17,3941.13,6.55,3574.54,591,595,100,
-0.03,-0.09,0.97,-0.87,2.13,-1.24,63.88,-0.05,-10.02,0.02,0.02,0.96,204.92,203.91,316.88,4081.47,2.44,3566.42,596,594,100,
-0.04,-0.08,0.97,-0.15,0.26,4.98,64.05,-0.68,-10.05,0.02,0.01,0.97,157.33,152.89,398.90,4102.99,19.54,3603.55,597,594,100,
-0.03,-0.15,0.96,-0.94,1.52,0.46,63.99,-0.94,-10.16,0.01,0.03,0.94,177.55,134.10,201.67,4094.75,32.13,3645.62,594,590,100,
-0.02,-0.16,0.96,-0.92,2.09,-1.35,63.71,-1.02,-10.19,0.01,0.03,0.94,149.74,127.45,387.53,4059.57,39.16,3629.65,597,588,101,
0.01,-0.14,0.95,-1.20,1.81,1.62,62.77,-1.18,-10.29,0.02,0.03,0.92,157.72,202.19,215.34,3940.81,51.35,3636.41,592,584,101,
0.02,-0.13,0.96,-0.60,1.30,1.38,62.31,-1.57,-10.12,0.02,0.02,0.95,257.84,226.61,229.76,3883.53,88.03,3593.04,598,598,101,
0.02,-0.14,0.95,-0.29,1.75,0.79,62.47,-1.63,-10.13,0.01,0.02,0.92,169.54,215.24,250.25,3902.74,95.56,3643.52,596,594,100,
0.04,-0.17,0.95,-0.68,1.63,-0.96,62.63,-1.66,-9.98,0.02,0.03,0.93,175.59,214.06,365.68,3923.56,102.09,3598.78,601,590,100,
0.04,-0.17,0.94,-0.57,1.21,2.38,62.88,-1.80,-9.96,0.01,0.03,0.90,162.28,188.77,271.47,3954.32,118.01,3570.82,600,586,100,
0.03,-0.11,0.96,-0.91,0.22,2.93,62.23,-1.87,-9.89,0.01,0.02,0.94,197.09,205.76,313.73,3873.39,129.38,3512.49,599,594,100,
0.05,-0.12,0.96,-1.47,1.74,-1.11,61.43,-1.98,-10.05,0.02,0.02,0.94,197.41,143.82,384.60,3774.73,140.64,3564.21,600,592,101,
0.04,-0.12,0.95,-0.24,1.20,-0.92,62.72,-1.62,-9.91,0.02,0.02,0.92,219.43,204.87,449.88,3935.47,96.36,3513.74,598,595,100,
0.05,-0.10,0.96,-1.53,1.24,-0.30,62.92,-1.40,-9.76,0.02,0.01,0.94,191.73,289.36,705.25,3959.75,73.11,3346.88,593,592,100,
-0.01,-0.05,0.96,-1.99,1.06,3.46,63.08,-1.46,-9.84,0.02,0.01,0.95,188.01,154.69,550.58,3979.66,77.84,3436.67,596,593,100,
-0.08,0.05,0.96,-0.98,2.08,-1.32,64.64,-1.17,-9.97,0.02,0.01,0.95,156.63,128.82,826.06,4180.64,51.04,3459.55,596,593,101,
-0.02,0.07,0.96,-0.87,1.23,1.12,64.79,-0.61,-9.81,0.02,0.01,0.96,123.75,146.19,625.16,4198.10,15.72,3387.73,593,585,100,
-0.06,0.03,0.96,-0.14,1.67,-1.09,66.55,-0.36,-9.93,0.02,0.01,0.96,141.47,229.86,581.70,4429.60,6.62,3518.44,597,588,100,
-0.09,-0.01,0.96,-0.48,1.59,2.65,66.65,-0.71,-9.99,0.02,0.01,0.96,167.04,190.50,480.92,4442.42,19.58,3590.37,600,592,100,
-0.04,0.03,0.97,-1.56,1.48,-0.95,65.56,-0.57,-9.79,0.02,0.01,0.97,141.64,173.59,307.37,4299.57,13.85,3442.78,599,589,100,
-0.10,-0.01,0.96,-0.27,0.59,2.32,66.62,-0.53,-10.11,0.03,0.01,0.95,163.70,213.30,403.27,4438.05,13.46,3679.80,600,594,100,
-0.10,-0.01,0.96,0.27,2.94,-3.24,66.58,-0.57,-10.20,0.03,0.01,0.96,228.16,271.91,605.97,4433.57,13.99,3673.93,594,587,100,
-0.11,0.00,0.96,-2.19,2.27,3.24,67.59,-0.26,-9.97,0.03,0.01,0.95,218.28,281.75,724.41,4570.03,7.75,3555.12,598,592,100,
-0.11,0.02,0.96,-0.08,1.48,0.40,67.93,-0.40,-9.78,0.03,0.01,0.95,204.84,211.31,655.37,4615.93,7.57,3410.19,597,592,100,
-0.10,0.03,0.97,-0.56,1.81,-0.87,68.08,-0.28,-9.69,0.03,0.01,0.97,167.93,137.59,495.81,4636.15,5.46,3361.35,598,589,100,
-0.11,0.02,0.96,-0.88,2.02,0.33,69.38,0.04,-9.80,0.03,0.01,0.96,157.15,140.00,379.58,4813.55,1.64,3412.33,596,588,100,
-0.10,0.02,0.96,-0.89,2.13,0.25,69.41,0.01,-9.88,0.02,0.01,0.96,149.07,194.78,468.58,4817.78,2.49,3377.05,594,592,101,
-0.11,0.03,0.97,-0.17,0.71,-8.43,69.07,0.78,-9.85,0.03,0.01,0.96,125.48,154.01,696.15,4772.46,41.52,3435.40,595,585,100,
-0.11,0.06,0.96,-0.13,1.48,-0.99,59.06,3.06,-9.18,0.02,0.01,0.94,149.39,179.04,597.18,3498.33,334.38,2998.30,602,588,101,
-0.09,0.07,0.97,-0.85,1.22,-6.51,60.45,2.94,-9.29,0.02,0.01,0.97,122.26,119.12,415.69,3669.48,312.49,3057.40,595,591,100,
-0.08,0.11,0.96,-2.64,2.34,10.70,56.25,3.26,-9.14,0.02,0.02,0.95,151.81,123.38,1771.78,3186.86,382.22,2973.36,596,591,100,
-0.11,0.11,0.95,-0.29,2.23,0.42,63.41,2.40,-9.61,0.03,0.02,0.94,144.99,214.49,722.59,4027.69,210.03,3313.70,599,590,100,
-0.07,-0.02,0.97,0.22,0.98,-3.93,59.77,1.76,-9.35,0.02,0.01,0.97,213.65,241.06,650.06,3575.10,116.80,3157.56,601,589,100,
-0.14,0.06,0.96,-1.59,1.16,3.70,63.30,1.89,-9.91,0.04,0.01,0.95,172.61,212.00,641.16,4010.79,133.40,3524.80,599,590,100,
-0.17,0.07,0.95,-1.06,2.01,4.29,66.76,1.65,-10.19,0.04,0.01,0.94,155.87,150.23,426.83,4462.15,100.31,3613.48,590,589,100,
-0.19,0.11,0.94,-0.99,0.41,-0.47,69.71,2.03,-9.79,0.05,0.02,0.92,181.42,140.68,287.09,4860.31,147.99,3362.50,592,596,100,
-0.23,0.12,0.93,-1.40,1.92,-0.02,71.29,2.39,-9.46,0.07,0.02,0.89,240.27,231.90,446.45,5084.08,208.57,3233.34,601,591,100,
-0.20,0.07,0.94,-0.28,1.82,1.01,68.87,2.76,-8.92,0.05,0.01,0.92,206.68,201.84,937.36,4746.15,274.29,2830.63,596,586,100,
-0.17,0.09,0.95,-1.83,2.44,2.66,67.52,2.73,-8.70,0.04,0.01,0.93,325.93,222.62,1373.25,4568.09,273.39,2708.28,598,586,100,
-0.13,0.13,0.95,-1.85,1.71,3.04,69.09,2.55,-8.83,0.04,0.03,0.93,162.28,158.31,540.75,4775.31,233.85,2758.36,595,591,100,
-0.11,0.07,0.96,0.74,1.77,0.68,65.41,3.26,-8.84,0.03,0.01,0.95,191.71,231.49,936.49,4291.29,382.54,2743.37,592,594,100,
-0.13,0.09,0.95,-1.87,2.04,2.54,67.10,3.11,-9.04,0.03,0.02,0.93,191.00,218.52,738.56,4504.48,345.43,2891.99,595,591,100,
-0.13,0.07,0.95,-1.54,1.55,-0.77,66.53,3.37,-9.21,0.04,0.02,0.94,237.31,136.70,569.07,4428.25,396.66,2944.49,595,590,101,
-0.06,0.09,0.96,-0.32,2.62,-1.68,63.16,3.83,-8.96,0.02,0.01,0.96,165.31,147.72,383.48,3994.22,522.42,2845.47,595,585,100,
-0.07,0.07,0.96,-0.89,1.45,1.71,61.94,4.00,-8.91,0.02,0.01,0.96,123.76,158.62,226.10,3839.14,568.30,2810.06,595,591,100,
-0.10,0.07,0.95,-2.14,1.97,0.12,61.96,3.86,-9.02,0.03,0.01,0.94,140.00,160.33,343.69,3842.46,522.53,2852.72,598,590,101,
-0.03,0.10,0.96,-0.99,1.26,0.53,58.92,3.81,-9.12,0.02,0.02,0.94,145.66,145.92,343.06,3476.09,521.68,2985.19,605,585,101,
-0.09,0.10,0.97,-0.92,0.64,-0.45,56.04,4.06,-9.23,0.02,0.02,0.97,228.99,162.15,331.81,3146.74,579.46,2987.54,592,594,100,
-0.13,0.08,0.95,-1.18,2.00,2.02,57.93,4.30,-9.51,0.03,0.01,0.95,196.58,143.31,394.72,3361.27,649.74,3174.10,592,585,100,
-0.09,0.11,0.95,-0.32,2.15,2.94,62.79,3.87,-9.78,0.02,0.02,0.93,187.61,138.28,280.28,3944.86,532.34,3379.14,594,586,100,
-0.07,0.09,0.95,0.06,1.50,-6.67,62.03,3.77,-9.52,0.02,0.02,0.94,171.80,172.86,381.05,3864.36,507.39,3202.36,594,600,100,
-0.06,0.13,0.95,-1.44,2.04,4.05,60.95,3.88,-9.41,0.02,0.02,0.94,135.64,136.99,397.33,3719.65,530.56,3106.15,598,587,101,
-0.08,0.10,0.96,0.58,0.59,-3.13,58.05,4.06,-9.21,0.02,0.02,0.96,166.67,116.97,300.02,3375.25,585.02,3003.60,595,586,100,
-0.06,0.09,0.96,-0.82,1.13,-0.13,50.88,4.24,-8.73,0.02,0.02,0.94,186.61,197.96,450.85,2593.18,643.78,2729.30,598,595,100,
-0.03,0.07,0.97,-1.21,2.37,4.35,44.34,4.05,-8.36,0.02,0.01,0.97,201.96,243.82,911.50,1985.40,586.83,2490.48,597,590,100,
-0.01,0.09,0.96,0.42,1.58,-0.38,48.00,4.36,-8.59,0.02,0.02,0.97,199.89,192.80,1519.75,2314.78,666.80,2591.43,592,592,100,
-0.12,0.06,0.96,0.64,0.79,-7.52,44.94,4.02,-8.24,0.03,0.01,0.96,186.75,186.37,529.30,2056.95,581.38,2436.20,598,590,100,
-0.10,0.06,0.96,-0.81,0.85,2.23,38.60,3.62,-7.89,0.03,0.01,0.96,150.81,217.40,333.50,1493.60,458.72,2168.58,596,585,101,
-0.09,0.09,0.96,-0.49,1.30,-1.77,40.38,3.42,-7.76,0.02,0.02,0.95,224.84,193.52,341.45,1632.26,406.02,2084.51,594,580,101,
-0.09,0.12,0.96,-1.32,2.02,0.70,41.79,3.62,-7.75,0.02,0.03,0.97,192.70,175.11,396.35,1751.17,463.61,2117.32,599,593,101,
-0.08,0.06,0.96,-0.44,1.40,0.46,37.33,2.71,-7.07,0.02,0.01,0.96,215.05,209.73,487.97,1395.78,270.98,1807.76,601,595,100,
-0.10,0.07,0.96,-0.49,0.84,-0.73,38.72,3.01,-7.22,0.03,0.01,0.95,188.77,145.50,311.67,1500.44,319.42,1821.71,597,586,101,
-0.16,0.08,0.95,-1.39,1.60,1.79,39.37,3.05,-7.17,0.04,0.01,0.94,169.02,264.88,444.21,1551.77,333.00,1806.66,593,593,100,
-0.09,0.07,0.97,-0.91,1.89,1.63,38.63,3.42,-7.41,0.03,0.01,0.96,145.73,136.81,248.22,1493.49,406.87,1896.92,588,588,100,
-0.10,0.06,0.96,-1.30,0.63,-0.40,38.87,3.37,-7.45,0.02,0.01,0.96,164.24,173.16,213.21,1512.26,396.55,1927.33,595,593,101,
-0.12,0.07,0.96,-1.28,1.32,0.47,38.63,3.02,-7.12,0.03,0.01,0.96,200.38,243.95,239.25,1493.64,330.73,1829.82,601,596,100,
-0.08,0.05,0.96,-0.49,1.86,-0.73,38.12,3.00,-7.36,0.02,0.01,0.96,174.85,145.59,209.61,1454.02,321.30,1924.49,602,593,101,
-0.11,0.04,0.96,-0.59,1.81,-0.74,37.72,2.82,-7.21,0.03,0.01,0.95,162.12,186.40,187.85,1423.22,289.06,1877.72,601,591,100,
-0.11,0.05,0.96,-0.80,2.16,0.69,36.80,2.60,-7.24,0.03,0.01,0.94,177.47,165.55,426.21,1354.97,236.21,1806.90,593,588,101,
-0.10,0.02,0.96,0.78,1.47,0.16,36.89,2.37,-7.06,0.03,0.01,0.95,145.59,212.03,430.48,1362.16,204.51,1754.46,593,581,100,
-0.06,-0.17,0.95,-0.24,1.45,1.58,37.35,2.03,-7.23,0.02,0.03,0.92,119.56,182.42,279.74,1397.26,154.33,1868.53,598,590,100,
-0.05,-0.15,0.95,-0.71,1.43,1.80,37.91,2.11,-7.36,0.01,0.03,0.93,147.32,146.80,308.70,1438.41,159.14,1868.16,593,590,101,
-0.04,-0.13,0.96,-0.44,2.65,-2.85,36.65,1.85,-7.29,0.02,0.02,0.94,155.36,169.45,353.55,1344.42,128.88,1941.05,604,591,100,
-0.03,-0.09,0.96,-3.37,0.75,3.25,35.44,1.94,-7.62,0.02,0.02,0.95,163.92,140.25,211.68,1256.56,142.92,2085.88,599,598,100,
-0.05,0.06,0.96,-0.29,1.38,1.27,34.83,3.26,-7.61,0.02,0.01,0.96,162.72,197.73,353.31,1213.74,387.98,2067.79,597,595,100,
